#Precinct,Precinct ID,Precinct Reporting,Registered Voters,Ballots Cast,Turnout Percentage,Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,Absentee Mail In Votes,Absentee Mail In Overvotes,Absentee Mail In Undervotes,Absentee Mail In Invalid Votes,Absentee Walk In Votes,Absentee Walk In Overvotes,Absentee Walk In Undervotes,Absentee Walk In Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes,Election Day Voting Votes,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes
B215-COPPER CREEK - REP,376,Not Reporting,0,0,0,STATE REPRESENTATIVE 45th Representative District,12,,Thomas JEFFERSON,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B215-COPPER CREEK - REP,376,Not Reporting,0,0,0,STATE REPRESENTATIVE 45th Representative District,12,,Killian TIMONEY,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B215-COPPER CREEK - DEM,377,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B215-COPPER CREEK - DEM,377,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B215-COPPER CREEK - DEM,377,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B215-COPPER CREEK - DEM,377,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B215-COPPER CREEK - DEM,377,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B215-COPPER CREEK - DEM,377,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B215-COPPER CREEK - DEM,377,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B215-COPPER CREEK - DEM,377,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B215-COPPER CREEK - DEM,377,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - REP,378,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - REP,378,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - REP,378,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - REP,378,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - REP,378,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - REP,378,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - REP,378,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - REP,378,Not Reporting,0,0,0,STATE REPRESENTATIVE 45th Representative District,12,,Thomas JEFFERSON,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - REP,378,Not Reporting,0,0,0,STATE REPRESENTATIVE 45th Representative District,12,,Killian TIMONEY,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - DEM,379,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - DEM,379,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - DEM,379,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - DEM,379,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - DEM,379,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - DEM,379,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - DEM,379,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - DEM,379,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B216-FOLEYS TRAIL - DEM,379,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - REP,380,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - REP,380,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - REP,380,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - REP,380,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - REP,380,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - REP,380,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - REP,380,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - REP,380,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Emma Lee CURTIS,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - REP,380,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Brenda MONARREZ,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - REP,380,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,John Brack MARQUETTE,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,STATE REPRESENTATIVE 93rd Representative District,7,,Sarah RITTER,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,STATE REPRESENTATIVE 93rd Representative District,7,,Adrielle CAMUEL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Emma Lee CURTIS,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Brenda MONARREZ,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - DEM,381,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,John Brack MARQUETTE,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - NP,382,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Emma Lee CURTIS,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - NP,382,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,Brenda MONARREZ,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B217-COBBLESTONE KNOLL - NP,382,Not Reporting,0,0,0,URBAN COUNTY COUNCIL District 4,11,,John Brack MARQUETTE,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - REP,383,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - REP,383,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - REP,383,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - REP,383,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - REP,383,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - REP,383,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - REP,383,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - DEM,384,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - DEM,384,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - DEM,384,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - DEM,384,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - DEM,384,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - DEM,384,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - DEM,384,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - DEM,384,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B218-LAURELWOOD - DEM,384,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - REP,385,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - REP,385,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - REP,385,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - REP,385,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - REP,385,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - REP,385,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - REP,385,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - REP,385,Not Reporting,0,0,0,STATE REPRESENTATIVE 45th Representative District,12,,Thomas JEFFERSON,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - REP,385,Not Reporting,0,0,0,STATE REPRESENTATIVE 45th Representative District,12,,Killian TIMONEY,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - DEM,386,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - DEM,386,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - DEM,386,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - DEM,386,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - DEM,386,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - DEM,386,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - DEM,386,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - DEM,386,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B219-LEE ADAMS - DEM,386,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - REP,387,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - REP,387,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - REP,387,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - REP,387,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - REP,387,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - REP,387,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - REP,387,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - DEM,388,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - DEM,388,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - DEM,388,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - DEM,388,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - DEM,388,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - DEM,388,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - DEM,388,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Todd KELLY,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - DEM,388,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Don B. PRATT,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B221-MAGNOLIA GARDENS - DEM,388,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Shauna RUDD,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - REP,389,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ryan L. BINKLEY,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - REP,389,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Vivek RAMASWAMY,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - REP,389,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Ron DeSANTIS,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - REP,389,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Donald J. TRUMP,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - REP,389,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Chris CHRISTIE,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - REP,389,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,Nikki R. HALEY,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - REP,389,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,2,,"""UNCOMMITTED""",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - REP,389,Not Reporting,0,0,0,STATE REPRESENTATIVE 45th Representative District,12,,Thomas JEFFERSON,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - REP,389,Not Reporting,0,0,0,STATE REPRESENTATIVE 45th Representative District,12,,Killian TIMONEY,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - DEM,390,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Joseph R. BIDEN JR.,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - DEM,390,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Marianne WILLIAMSON,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - DEM,390,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,Dean PHILLIPS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - DEM,390,Not Reporting,0,0,0,PRESIDENT of the UNITED STATES,4,,"""UNCOMMITTED""",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - DEM,390,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Randy CRAVENS,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B222-WELLINGTON GARDENS - DEM,390,Not Reporting,0,0,0,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,5,,Jonathan RICHARDSON,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
